,time,subject,exercise,set_nr,focus,hr,acc_lin_x_lowpass,acc_lin_y_lowpass,acc_lin_z_lowpass,acc_x_lowpass,acc_y_lowpass,acc_z_lowpass,gyro_x_lowpass,gyro_y_lowpass,gyro_z_lowpass,yaw_lowpass,pitch_lowpass,roll_lowpass,set_id
4465,29.3,0,0,3,1,94.35,-2.107176362588785,0.0889224483174833,-1.4809016483877782,-9.97616617650138,5.132361150261432,1.7356714826577928,-0.5363774891942793,0.5184919908823561,2.694707115216729,57.47977883635331,52.80486874536948,-1.484278974867269,2
4466,29.32,0,0,3,1,94.34,-1.9995244175073064,0.1597187952898737,-1.3168827894805095,-9.604819151045367,5.607709163348219,1.88522983157889,-0.5541658836294348,0.4538296553414692,2.8062611483968465,59.52594490397746,50.295976444288655,1.7142027831436877,2
4467,29.34,0,0,3,1,94.33,-1.6711674501839069,0.3590445770622661,-0.9482113249126404,-8.974086222717997,6.207780880430952,2.261095403345332,-0.5798479796860243,0.3983556683271871,2.9155703977048644,61.18799147559959,47.57003430305421,4.651079885546093,2
4468,29.36,0,0,3,1,94.32,-1.1690454314676515,0.6580765289859709,-0.4765947240046034,-8.132052154506344,6.897022041224124,2.763649743019477,-0.6257543638507485,0.3506477668141855,3.0104530198685318,62.49027489887072,44.66900481325115,7.402362429959284,2
4469,29.38,0,0,3,1,94.31,-0.5916888333118109,0.9760838585029809,-0.0328305340461167,-7.180097465831564,7.587049248322226,3.26400320356576,-0.6950853648926372,0.3064981388437417,3.077631819806291,63.44806173937146,41.6446467433519,10.0103019901108,2
4470,29.4,0,0,3,1,94.3,-0.0570198298103482,1.202407354211378,0.2688393458292427,-6.240982590801723,8.159869181037077,3.6482883854624304,-0.7805526553764348,0.2635196321885057,3.107079544947009,64.07714943741881,38.5557322801364,12.4839669912088,2
4471,29.42,0,0,3,1,94.29,0.3379410250667847,1.2318733154004693,0.3699366454525684,-5.418721607676968,8.504301005066687,3.855604245007919,-0.8668208395705094,0.2242527575823548,3.0948988494671674,64.4055491875679,35.46354932882212,14.814075249458076,2
4472,29.44,0,0,3,1,94.28,0.5502145503026881,1.0022911618540409,0.2845472859580785,-4.765320262894996,8.553865822585252,3.8943276178688815,-0.9358014315318378,0.1957632072446351,3.043890516733503,64.48005973508712,32.425890557790424,16.992439064462864,2
4473,29.46,0,0,3,1,94.27,0.6042075449162799,0.5210474864820052,0.0873741751433961,-4.266822592510613,8.313144708401902,3.830814371972002,-0.9727419089427468,0.1858630213543073,2.962069211874196,64.36387182363866,29.490284506027688,19.026220598402965,2
4474,29.48,0,0,3,1,94.26,0.5803650682976185,-0.1290763951567573,-0.120660433442595,-3.8534144489483952,7.863121395679744,3.756655836278178,-0.9708552727203152,0.1981579251490755,2.860253797402529,64.1262030430221,26.68769993866801,20.941589442379943,2
