repeat,accuracy,balanced_accuracy,precision,recall,f1,n_train,n_test
1272,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1273,0.5,0.5,0.5,0.5,0.5,20,4
1274,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1275,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1276,1.0,1.0,1.0,1.0,1.0,20,4
1277,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1278,1.0,1.0,1.0,1.0,1.0,20,4
1279,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1280,1.0,1.0,1.0,1.0,1.0,20,4
1281,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1282,1.0,1.0,1.0,1.0,1.0,20,4
1283,1.0,1.0,1.0,1.0,1.0,20,4
1284,1.0,1.0,1.0,1.0,1.0,20,4
1285,1.0,1.0,1.0,1.0,1.0,20,4
1286,1.0,1.0,1.0,1.0,1.0,20,4
1287,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1288,1.0,1.0,1.0,1.0,1.0,20,4
1289,1.0,1.0,1.0,1.0,1.0,20,4
1290,0.75,0.75,0.6666666666666666,1.0,0.8,20,4
1291,0.25,0.25,0.0,0.0,0.0,20,4
1292,0.75,0.75,1.0,0.5,0.6666666666666666,20,4
1293,1.0,1.0,1.0,1.0,1.0,20,4
1294,1.0,1.0,1.0,1.0,1.0,20,4
1295,1.0,1.0,1.0,1.0,1.0,20,4
